"baseMean" "log2FoldChange" "lfcSE" "stat" "pvalue" "padj"
"ENSMUSG00000051951.5" 9.60237930703517 0.460083172505784 1.01130463192573 0.454940240538296 0.649152231834319 0.970364308364043
"ENSMUSG00000103922.1" 7.70978030260339 -0.247777714692294 1.13027754923539 -0.219218469711188 0.826479868634441 NA
"ENSMUSG00000033845.13" 786.398975842429 -0.156457401717299 0.154802714025822 -1.01068900956866 0.312165298905264 0.856110618365087
"ENSMUSG00000102275.1" 69.5120544824272 -0.235029473637974 0.381558592867019 -0.615972167923071 0.53791288905097 0.955591747109315
"ENSMUSG00000025903.14" 1784.19780484497 0.134916253661683 0.140629853934147 0.959371355991457 0.337371699816894 0.87614877065573
"ENSMUSG00000104217.1" 3183.18414357112 0.104905229814738 0.126506224194858 0.829249552600291 0.40696321046217 0.911875534105684
"ENSMUSG00000033813.15" 1679.52520636514 0.0598945300834678 0.132987547918075 0.450376979056454 0.652438641408744 0.971421370096213
"ENSMUSG00000002459.17" 39.1965443067374 -0.236886389999685 0.533855995750406 -0.443727132195471 0.657239876660074 0.972054443452784
"ENSMUSG00000033793.12" 1332.67457193123 0.0572137399905261 0.176714561057699 0.323763586023029 0.746117026630637 0.983961930705369
"ENSMUSG00000025907.14" 571.959754773283 -0.460298719742455 0.174405792415707 -2.63923986334872 0.00830921665384902 0.142109691607854
"ENSMUSG00000090031.2" 47.0024273817741 -1.02942067113631 0.437851708111738 -2.35107149764415 0.0187194365365352 0.242386456699509
"ENSMUSG00000033740.17" 17.309554915136 0.630613999007748 0.753498880617497 0.836914314313188 0.402640733673818 0.909500354335516
"ENSMUSG00000051285.17" 2777.89104050242 0.108187791205957 0.131045475070276 0.825574413370164 0.409045554483982 0.912991035740914
"ENSMUSG00000103509.1" 110.25937467045 0.438340292455799 0.303483484576648 1.44436292165049 0.148636914860438 0.691004429824139
"ENSMUSG00000097797.6" 931.773700897239 1.94663242014574 0.154558603451568 12.5947852573327 2.2557300264512e-36 3.50747221362941e-33
"ENSMUSG00000103067.1" 34.0848308514128 0.337994386093493 0.524270594494574 0.644694533019419 0.519125159833718 0.950719287898992
"ENSMUSG00000025909.16" 35.7805912096045 0.194570874736311 0.519637441972049 0.374435825867176 0.708080093070163 0.980047316916466
"ENSMUSG00000061024.8" 291.937518635216 -0.332289007415139 0.213377332297476 -1.55728354008984 0.119403181596624 0.640213783164198
"ENSMUSG00000025911.14" 261.667953578578 0.166114879356969 0.217946043616657 0.762183504689569 0.44595048966121 0.926709550547763
"ENSMUSG00000079671.8" 21.55196420546 -0.327346218437069 0.637204379379212 -0.513722486898132 0.607446027907344 0.966186636665513
"ENSMUSG00000025912.16" 538.899188859193 -0.0910476302242733 0.180079963741522 -0.505595560619717 0.613140598711963 0.966429331928242
"ENSMUSG00000045210.8" 487.925966177284 -0.516793813957193 0.175535121191273 -2.94410492014338 0.00323890178108483 0.0700285843954366
"ENSMUSG00000097893.8" 191.602372696576 2.71099839157852 0.303227299090206 8.94048260071742 3.87474463175846e-19 1.47548694048941e-16
"ENSMUSG00000025915.14" 694.194794631104 0.194605165148601 0.183320842045524 1.06155504729939 0.288437730281426 0.839241510742188
"ENSMUSG00000046101.16" 41.3736997485432 -1.63192094724029 0.470610552916115 -3.46766755893632 0.000524996326427594 0.0163265107580208
"ENSMUSG00000098234.7" 1964.17459983923 -0.265966519055729 0.12839468558428 -2.07147607274714 0.038314328233054 0.369270170713096
"ENSMUSG00000093178.1" 154.995757423577 -0.501850894602216 0.253641636897857 -1.97858246280091 0.0478630357582846 0.419876062159771
"ENSMUSG00000099032.2" 37.4254105186115 -0.275870197609351 0.491453592780073 -0.5613351935201 0.574569054107658 0.963001632592835
"ENSMUSG00000025916.10" 14.7292160267828 0.304906257011146 0.752452248700739 0.405216753006757 0.685318191586352 0.976999645551338
"ENSMUSG00000087199.1" 70.5812324166109 0.351757832508318 0.367718802429631 0.956594632050758 0.338771899289227 0.877811462669446
"ENSMUSG00000025917.9" 588.226719611483 0.0389084514822407 0.169305646899889 0.229811894610032 0.818237941519218 0.991594580303219
"ENSMUSG00000056763.16" 1923.11208488971 0.232194893719645 0.131783246706731 1.76194546364735 0.078078512201028 0.537505052038747
"ENSMUSG00000067851.11" 1463.01709787861 0.203763869094704 0.166815052414079 1.22149569925446 0.22189839298848 0.781307637349771
