"baseMean" "log2FoldChange" "lfcSE" "stat" "pvalue" "padj"
"ENSMUSG00000025902.13" 10.5704777586166 2.82234700862731 0.943965569949074 2.37019715457086 0.0177786021436086 0.118762070557612
"ENSMUSG00000103922.1" 144.628180811083 0.0355637875399445 0.194517146693747 0 1 1
"ENSMUSG00000033845.13" 1803.06178760103 -0.209038452925136 0.0619974849356389 0 1 1
"ENSMUSG00000102275.1" 10.2076861540629 -0.398833830081928 0.695380395268206 0 1 1
"ENSMUSG00000025903.14" 1484.34559083776 -0.844609606271169 0.0693947901292259 -3.74159364221006 0.000182857017562518 0.00202561437558479
"ENSMUSG00000033813.15" 1169.92121466546 -0.0191676584092791 0.0801627743099302 0 1 1
"ENSMUSG00000002459.17" 11.1384385458039 5.95789262035726 1.57504749253537 3.41128133919774 0.000646583384821598 0.00636009474213868
"ENSMUSG00000033793.12" 1053.15840356855 0.212160008751335 0.0854903604846585 0 1 1
"ENSMUSG00000025907.14" 554.634738150236 -0.427517420180413 0.108292790313083 0 1 1
"ENSMUSG00000090031.2" 20.3153536815246 -0.144229283433754 0.517293218868666 0 1 1
"ENSMUSG00000051285.17" 1016.51954893146 -0.174879910351539 0.0818125715906651 0 1 1
"ENSMUSG00000103509.1" 78.1760142354873 0.382798114291296 0.296001188792684 0 1 1
"ENSMUSG00000097797.6" 32.417155341755 1.00171764410199 0.479083627576704 0.869900617328247 0.3843547180785 1
"ENSMUSG00000103933.1" 10.798525631455 -0.48783095567664 0.70796965221216 0 1 1
"ENSMUSG00000061024.8" 990.202181039339 -0.519054992156947 0.0805748832520416 0 1 1
"ENSMUSG00000025911.14" 91.5698437758403 0.282229530859447 0.240228784834257 0 1 1
"ENSMUSG00000025912.16" 488.480893676752 0.206085829255907 0.113976716654561 0 1 1
"ENSMUSG00000045210.8" 561.93076565284 -1.20243475040928 0.102893688771596 -6.00107020226277 1.9602121096221e-09 4.68033752863316e-08
"ENSMUSG00000097893.8" 53.939182750322 3.44666005467477 0.499548702869008 5.72856567841795 1.01283339244654e-08 2.21812920770989e-07
"ENSMUSG00000025915.14" 509.498214168701 -0.239174737625599 0.109169855187253 0 1 1
"ENSMUSG00000046101.16" 18.1168237992144 -3.12921283010816 0.637912036524891 -3.98840307708746 6.65195700697679e-05 0.000824061457437484
"ENSMUSG00000098234.7" 531.929633004354 0.0313074393187417 0.11283267466963 0 1 1
"ENSMUSG00000099032.2" 158.69478954758 0.727778458740239 0.191139419175049 0.747182128288718 0.45495363043475 1
"ENSMUSG00000025917.9" 1403.54293348622 -0.197944104223106 0.0702541664227769 0 1 1
"ENSMUSG00000056763.16" 749.560248630383 -0.43956232857238 0.0892722498103288 0 1 1
"ENSMUSG00000067851.11" 1253.72792262289 0.0701789053912723 0.0775290432457581 0 1 1
"ENSMUSG00000048960.13" 726.121274731718 1.79351409383599 0.117138462663279 10.3172908849665 5.88605390580913e-25 4.37891431361116e-23
"ENSMUSG00000057715.13" 236.583724870048 0.189150711914125 0.153603383117745 0 1 1
"ENSMUSG00000016918.15" 938.4765210646 0.00248982393079004 0.0847183756474354 0 1 1
"ENSMUSG00000025938.16" 86.4500989374388 -0.237380156154641 0.260565597380669 0 1 1
"ENSMUSG00000042414.7" 450.994546080264 -1.5133558673614 0.119182508509431 -7.78967801778379 6.71801696414538e-15 2.79291675847632e-13
"ENSMUSG00000005886.14" 1079.12631546625 -0.00510600433295718 0.0799624801618229 0 1 1
"ENSMUSG00000025935.10" 1685.89928584294 -0.0156835354985315 0.0636381422100729 0 1 1
"ENSMUSG00000025937.6" 1805.37399326597 0.117384876540613 0.0637309856923209 0 1 1
"ENSMUSG00000102982.1" 14.5741764713831 0.194417641464546 0.591671694598635 0 1 1
"ENSMUSG00000025932.14" 450.540780581071 0.467378785013723 0.113871684601282 0 1 1
"ENSMUSG00000025930.6" 61.7921941925585 -1.42618892444295 0.30842828763532 -2.72746196586367 0.00638236149694978 0.04845041877518
"ENSMUSG00000082193.1" 23.6826037098249 0.512133627192095 0.475310131689652 0 1 1
"ENSMUSG00000032769.5" 52.5536526156653 1.1091664403089 0.35992584336099 1.45642206375825 0.145275979902639 0.691638927559379
"ENSMUSG00000025925.14" 1497.85551881907 -0.768283079205737 0.0757681519085474 -2.41949386208932 0.0155421230253589 0.105365903579592
"ENSMUSG00000043716.13" 14556.8645411785 -0.321854752249076 0.0467165236543167 0 1 1
"ENSMUSG00000025921.7" 91.3582537423802 0.566670216218832 0.255104828852915 0 1 1
"ENSMUSG00000025920.19" 270.182512097431 0.935403679237083 0.157208485872507 2.22914925088795 0.0258039758768145 0.163169193338306
"ENSMUSG00000025939.19" 377.345920144734 -0.0159627102507191 0.121274109711334 0 1 1
"ENSMUSG00000079658.9" 721.600455801065 -0.698676426421085 0.0913416988552599 -1.24492895495758 0.213157866399633 0.942147104927709
"ENSMUSG00000025940.6" 261.836676213992 -0.23497425612156 0.145458560774015 0 1 1
"ENSMUSG00000091020.3" 43.909595520525 0.0422719614530082 0.357969807053043 0 1 1
"ENSMUSG00000042686.5" 56.6522498562889 2.28881915981244 0.35570411947121 4.79009537934009 1.66702054445414e-06 2.69912203847186e-05
"ENSMUSG00000025776.13" 44.7871642684427 1.19687728507201 0.355550276532905 1.72103588363888 0.0852443125935648 0.448428864350591
"ENSMUSG00000043760.16" 29.2869363036249 3.75901981812179 0.827651689887289 3.83501581182404 0.000125556216977733 0.00145828851847186
